新宿駅,湘南新宿ライン・北行き（３・４番線）出口に近い・乗り換えに便利な乗車位置案,改札・出口案内,【中央東口】,・トイレ,・西武新宿線,・丸の内線（新宿駅）,・はとバス,・タクシー,,,,,,,,,,,,,,,,,,,,,,,,,
新宿駅,湘南新宿ライン・北行き（３・４番線）出口に近い・乗り換えに便利な乗車位置案,改札・出口案内,【中央西口】,・トイレ,・小田急線,・京王線・京王新線,・丸の内線（新宿駅）,・都営大江戸線（新宿西口駅）,・タクシー,,,,,,,,,,,,,,,,,,,,,,,,
新宿駅,湘南新宿ライン・北行き（３・４番線）出口に近い・乗り換えに便利な乗車位置案,改札・出口案内,【南口】【東南口】,・トイレ,・みどりの窓口（南口）,・小田急線,・京王新線,・都営新宿線（新宿駅）,・都営大江戸線（新宿駅）,,,,,,,,,,,,,,,,,,,,,,,,
新宿駅,湘南新宿ライン・北行き（３・４番線）出口に近い・乗り換えに便利な乗車位置案,改札・出口案内,【甲州街道改札】【新南改札】【ミライナタワー改札】,・JR East Travel Service Center,・びゅうプラザ（新南改札）,・東京観光情報センター,・京王新線,・都営新宿線（新宿駅）,・都営大江戸線（新宿駅）,・副都心線（新宿三丁目駅）,,,,,,,,,,,,,,,,,,,,,,,
新宿駅,湘南新宿ライン・北行き（３・４番線）出口に近い・乗り換えに便利な乗車位置案,JR東日本公式サイト：新宿駅,-,www.jreast.co.jp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新宿駅,山手線内回り（１４番線）出口に近い・乗り換えに便利な乗車位置案,乗車（停車）位置案内,【東口】,・トイレ,・みどりの窓口（B１F）,・びゅうプラザ（１F）,・西武新宿線,・丸の内線（新宿駅）,・はとバス,・タクシー,,,,,,,,,,,,,,,,,,,,,,,
新宿駅,山手線内回り（１４番線）出口に近い・乗り換えに便利な乗車位置案,乗車（停車）位置案内,【西口】,・トイレ,・みどりの窓口（１F・B１F）,・小田急線,・京王線・京王新線,・丸の内線（新宿駅）,・都営大江戸線（新宿西口駅）,・タクシー,,,,,,,,,,,,,,,,,,,,,,,
新宿駅,山手線内回り（１４番線）出口に近い・乗り換えに便利な乗車位置案,乗車（停車）位置案内,【中央東口】,・トイレ,・西武新宿線,・丸の内線（新宿駅）,・はとバス,・タクシー,,,,,,,,,,,,,,,,,,,,,,,,,
新宿駅,山手線内回り（１４番線）出口に近い・乗り換えに便利な乗車位置案,乗車（停車）位置案内,【中央西口】,・トイレ,・小田急線,・京王線・京王新線,・丸の内線（新宿駅）,・都営大江戸線（新宿西口駅）,・タクシー,,,,,,,,,,,,,,,,,,,,,,,,
新宿駅,山手線内回り（１４番線）出口に近い・乗り換えに便利な乗車位置案,乗車（停車）位置案内,【南口】【東南口】,・トイレ,・みどりの窓口（南口）,・小田急線,・京王新線,・都営新宿線（新宿駅）,・都営大江戸線（新宿駅）,,,,,,,,,,,,,,,,,,,,,,,,
新宿駅,山手線内回り（１４番線）出口に近い・乗り換えに便利な乗車位置案,乗車（停車）位置案内,【甲州街道改札】【新南改札】【ミライナタワー改札】,・JR East Travel Service Center,・びゅうプラザ（新南改札）,・東京観光情報センター,・京王新線,・都営新宿線（新宿駅）,・都営大江戸線（新宿駅）,・副都心線（新宿三丁目駅）,,,,,,,,,,,,,,,,,,,,,,,
新宿駅,山手線内回り（１４番線）出口に近い・乗り換えに便利な乗車位置案,乗り換え案内,【東口】,・トイレ,・みどりの窓口（B１F）,・びゅうプラザ（１F）,・西武新宿線,・丸の内線（新宿駅）,・はとバス,・タクシー,,,,,,,,,,,,,,,,,,,,,,,
新宿駅,山手線内回り（１４番線）出口に近い・乗り換えに便利な乗車位置案,乗り換え案内,【西口】,・トイレ,・みどりの窓口（１F・B１F）,・小田急線,・京王線・京王新線,・丸の内線（新宿駅）,・都営大江戸線（新宿西口駅）,・タクシー,,,,,,,,,,,,,,,,,,,,,,,
新宿駅,山手線内回り（１４番線）出口に近い・乗り換えに便利な乗車位置案,乗り換え案内,【中央東口】,・トイレ,・西武新宿線,・丸の内線（新宿駅）,・はとバス,・タクシー,,,,,,,,,,,,,,,,,,,,,,,,,
新宿駅,山手線内回り（１４番線）出口に近い・乗り換えに便利な乗車位置案,乗り換え案内,【中央西口】,・トイレ,・小田急線,・京王線・京王新線,・丸の内線（新宿駅）,・都営大江戸線（新宿西口駅）,・タクシー,,,,,,,,,,,,,,,,,,,,,,,,
新宿駅,山手線内回り（１４番線）出口に近い・乗り換えに便利な乗車位置案,乗り換え案内,【南口】【東南口】,・トイレ,・みどりの窓口（南口）,・小田急線,・京王新線,・都営新宿線（新宿駅）,・都営大江戸線（新宿駅）,,,,,,,,,,,,,,,,,,,,,,,,
新宿駅,山手線内回り（１４番線）出口に近い・乗り換えに便利な乗車位置案,乗り換え案内,【甲州街道改札】【新南改札】【ミライナタワー改札】,・JR East Travel Service Center,・びゅうプラザ（新南改札）,・東京観光情報センター,・京王新線,・都営新宿線（新宿駅）,・都営大江戸線（新宿駅）,・副都心線（新宿三丁目駅）,,,,,,,,,,,,,,,,,,,,,,,
新宿駅,山手線内回り（１４番線）出口に近い・乗り換えに便利な乗車位置案,改札・出口案内,【東口】,・トイレ,・みどりの窓口（B１F）,・びゅうプラザ（１F）,・西武新宿線,・丸の内線（新宿駅）,・はとバス,・タクシー,,,,,,,,,,,,,,,,,,,,,,,
新宿駅,山手線内回り（１４番線）出口に近い・乗り換えに便利な乗車位置案,改札・出口案内,【西口】,・トイレ,・みどりの窓口（１F・B１F）,・小田急線,・京王線・京王新線,・丸の内線（新宿駅）,・都営大江戸線（新宿西口駅）,・タクシー,,,,,,,,,,,,,,,,,,,,,,,
新宿駅,山手線内回り（１４番線）出口に近い・乗り換えに便利な乗車位置案,改札・出口案内,【中央東口】,・トイレ,・西武新宿線,・丸の内線（新宿駅）,・はとバス,・タクシー,,,,,,,,,,,,,,,,,,,,,,,,,
新宿駅,山手線内回り（１４番線）出口に近い・乗り換えに便利な乗車位置案,改札・出口案内,【中央西口】,・トイレ,・小田急線,・京王線・京王新線,・丸の内線（新宿駅）,・都営大江戸線（新宿西口駅）,・タクシー,,,,,,,,,,,,,,,,,,,,,,,,
新宿駅,山手線内回り（１４番線）出口に近い・乗り換えに便利な乗車位置案,改札・出口案内,【南口】【東南口】,・トイレ,・みどりの窓口（南口）,・小田急線,・京王新線,・都営新宿線（新宿駅）,・都営大江戸線（新宿駅）,,,,,,,,,,,,,,,,,,,,,,,,
新宿駅,山手線内回り（１４番線）出口に近い・乗り換えに便利な乗車位置案,改札・出口案内,【甲州街道改札】【新南改札】【ミライナタワー改札】,・JR East Travel Service Center,・びゅうプラザ（新南改札）,・東京観光情報センター,・京王新線,・都営新宿線（新宿駅）,・都営大江戸線（新宿駅）,・副都心線（新宿三丁目駅）,,,,,,,,,,,,,,,,,,,,,,,
新宿駅,山手線内回り（１４番線）出口に近い・乗り換えに便利な乗車位置案,JR東日本公式サイト：新宿駅,-,www.jreast.co.jp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新宿駅,埼京線・大崎行き（１・２番線）出口に近い・乗り換えに便利な乗車位置案,乗車（停車）位置案内,【１番線】,１号車後方,（東口・西口・中央東口・中央西口）,階段,３号車前方,（南口・東南口）,階段・エスカレーター,４・５号車間,（南口・東南口）,エレベーター,５・６号車間,（南口・東南口）,階段,８号車前方,（甲州街道改札・新南改札・ミライナタワー改札）,エスカレーター,９号車前方,（甲州街道改札・新南改札・ミライナタワー改札）,エレベーター,１０号車,（甲州街道改札・新南改札・ミライナタワー改札）,階段,１０号車前方,（甲州街道改札・新南改札・ミライナタワー改札）,階段,,,,,,
新宿駅,埼京線・大崎行き（１・２番線）出口に近い・乗り換えに便利な乗車位置案,乗車（停車）位置案内,【２番線】,１号車後方,（東口・西口・中央東口・中央西口）,階段,２号車前方,（南口・東南口）,階段・エスカレーター,４号車後方,（南口・東南口）,エレベーター,５号車後方,（南口・東南口）,階段,７号車,（甲州街道改札・新南改札・ミライナタワー改札）,エスカレーター,８号車前方,（甲州街道改札・新南改札・ミライナタワー改札）,エレベーター,９号車,（甲州街道改札・新南改札・ミライナタワー改札）,階段,１０号車前方,（甲州街道改札・新南改札・ミライナタワー改札）,階段,,,,,,
新宿駅,埼京線・大崎行き（１・２番線）出口に近い・乗り換えに便利な乗車位置案,乗車（停車）位置案内,【東口】,・トイレ,・みどりの窓口（B１F）,・びゅうプラザ（１F）,・西武新宿線,・丸の内線（新宿駅）,・はとバス,・タクシー,,,,,,,,,,,,,,,,,,,,,,,
新宿駅,埼京線・大崎行き（１・２番線）出口に近い・乗り換えに便利な乗車位置案,乗車（停車）位置案内,【西口】,・トイレ,・みどりの窓口（１F・B１F）,・小田急線,・京王線・京王新線,・丸の内線（新宿駅）,・都営大江戸線（新宿西口駅）,・タクシー,,,,,,,,,,,,,,,,,,,,,,,
新宿駅,埼京線・大崎行き（１・２番線）出口に近い・乗り換えに便利な乗車位置案,乗車（停車）位置案内,【中央東口】,・トイレ,・西武新宿線,・丸の内線（新宿駅）,・はとバス,・タクシー,,,,,,,,,,,,,,,,,,,,,,,,,
新宿駅,埼京線・大崎行き（１・２番線）出口に近い・乗り換えに便利な乗車位置案,乗車（停車）位置案内,【中央西口】,・トイレ,・小田急線,・京王線・京王新線,・丸の内線（新宿駅）,・都営大江戸線（新宿西口駅）,・タクシー,,,,,,,,,,,,,,,,,,,,,,,,
新宿駅,埼京線・大崎行き（１・２番線）出口に近い・乗り換えに便利な乗車位置案,乗車（停車）位置案内,【南口】【東南口】,・トイレ,・みどりの窓口（南口）,・小田急線,・京王新線,・都営新宿線（新宿駅）,・都営大江戸線（新宿駅）,,,,,,,,,,,,,,,,,,,,,,,,
新宿駅,埼京線・大崎行き（１・２番線）出口に近い・乗り換えに便利な乗車位置案,乗車（停車）位置案内,【甲州街道改札】【新南改札】【ミライナタワー改札】,・JR East Travel Service Center,・びゅうプラザ（新南改札）,・東京観光情報センター,・京王新線,・都営新宿線（新宿駅）,・都営大江戸線（新宿駅）,・副都心線（新宿三丁目駅）,,,,,,,,,,,,,,,,,,,,,,,
新宿駅,埼京線・大崎行き（１・２番線）出口に近い・乗り換えに便利な乗車位置案,乗り換え案内,【東口】,・トイレ,・みどりの窓口（B１F）,・びゅうプラザ（１F）,・西武新宿線,・丸の内線（新宿駅）,・はとバス,・タクシー,,,,,,,,,,,,,,,,,,,,,,,
新宿駅,埼京線・大崎行き（１・２番線）出口に近い・乗り換えに便利な乗車位置案,乗り換え案内,【西口】,・トイレ,・みどりの窓口（１F・B１F）,・小田急線,・京王線・京王新線,・丸の内線（新宿駅）,・都営大江戸線（新宿西口駅）,・タクシー,,,,,,,,,,,,,,,,,,,,,,,
新宿駅,埼京線・大崎行き（１・２番線）出口に近い・乗り換えに便利な乗車位置案,乗り換え案内,【中央東口】,・トイレ,・西武新宿線,・丸の内線（新宿駅）,・はとバス,・タクシー,,,,,,,,,,,,,,,,,,,,,,,,,
