新宿駅,中央線・東京行き（７・８番線）出口に近い・乗り換えに便利な乗車位置案,乗り換え案内,【南口】【東南口】,・トイレ,・みどりの窓口（南口）,・小田急線,・京王新線,・都営新宿線（新宿駅）,・都営大江戸線（新宿駅）,,,,,,,,,,,,,,,,,,,,,,,,
新宿駅,中央線・東京行き（７・８番線）出口に近い・乗り換えに便利な乗車位置案,乗り換え案内,【甲州街道改札】【新南改札】【ミライナタワー改札】,・JR East Travel Service Center,・びゅうプラザ（新南改札）,・東京観光情報センター,・京王新線,・都営新宿線（新宿駅）,・都営大江戸線（新宿駅）,・副都心線（新宿三丁目駅）,,,,,,,,,,,,,,,,,,,,,,,
新宿駅,中央線・東京行き（７・８番線）出口に近い・乗り換えに便利な乗車位置案,改札・出口案内,【東口】,・トイレ,・みどりの窓口（B１F）,・びゅうプラザ（１F）,・西武新宿線,・丸の内線（新宿駅）,・はとバス,・タクシー,,,,,,,,,,,,,,,,,,,,,,,
新宿駅,中央線・東京行き（７・８番線）出口に近い・乗り換えに便利な乗車位置案,改札・出口案内,【西口】,・トイレ,・みどりの窓口（１F・B１F）,・小田急線,・京王線・京王新線,・丸の内線（新宿駅）,・都営大江戸線（新宿西口駅）,・タクシー,,,,,,,,,,,,,,,,,,,,,,,
新宿駅,中央線・東京行き（７・８番線）出口に近い・乗り換えに便利な乗車位置案,改札・出口案内,【中央東口】,・トイレ,・西武新宿線,・丸の内線（新宿駅）,・はとバス,・タクシー,,,,,,,,,,,,,,,,,,,,,,,,,
新宿駅,中央線・東京行き（７・８番線）出口に近い・乗り換えに便利な乗車位置案,改札・出口案内,【中央西口】,・トイレ,・小田急線,・京王線・京王新線,・丸の内線（新宿駅）,・都営大江戸線（新宿西口駅）,・タクシー,,,,,,,,,,,,,,,,,,,,,,,,
新宿駅,中央線・東京行き（７・８番線）出口に近い・乗り換えに便利な乗車位置案,改札・出口案内,【南口】【東南口】,・トイレ,・みどりの窓口（南口）,・小田急線,・京王新線,・都営新宿線（新宿駅）,・都営大江戸線（新宿駅）,,,,,,,,,,,,,,,,,,,,,,,,
新宿駅,中央線・東京行き（７・８番線）出口に近い・乗り換えに便利な乗車位置案,改札・出口案内,【甲州街道改札】【新南改札】【ミライナタワー改札】,・JR East Travel Service Center,・びゅうプラザ（新南改札）,・東京観光情報センター,・京王新線,・都営新宿線（新宿駅）,・都営大江戸線（新宿駅）,・副都心線（新宿三丁目駅）,,,,,,,,,,,,,,,,,,,,,,,
新宿駅,中央線・東京行き（７・８番線）出口に近い・乗り換えに便利な乗車位置案,JR東日本公式サイト：新宿駅,-,www.jreast.co.jp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新宿駅,中央総武線・千葉行き（１３番線）出口に近い・乗り換えに便利な乗車位置案,乗車（停車）位置案内,【東口】,・トイレ,・みどりの窓口（B１F）,・びゅうプラザ（１F）,・西武新宿線,・丸の内線（新宿駅）,・はとバス,・タクシー,,,,,,,,,,,,,,,,,,,,,,,
新宿駅,中央総武線・千葉行き（１３番線）出口に近い・乗り換えに便利な乗車位置案,乗車（停車）位置案内,【西口】,・トイレ,・みどりの窓口（１F・B１F）,・小田急線,・京王線・京王新線,・丸の内線（新宿駅）,・都営大江戸線（新宿西口駅）,・タクシー,,,,,,,,,,,,,,,,,,,,,,,
新宿駅,中央総武線・千葉行き（１３番線）出口に近い・乗り換えに便利な乗車位置案,乗車（停車）位置案内,【中央東口】,・トイレ,・西武新宿線,・丸の内線（新宿駅）,・はとバス,・タクシー,,,,,,,,,,,,,,,,,,,,,,,,,
新宿駅,中央総武線・千葉行き（１３番線）出口に近い・乗り換えに便利な乗車位置案,乗車（停車）位置案内,【中央西口】,・トイレ,・小田急線,・京王線・京王新線,・丸の内線（新宿駅）,・都営大江戸線（新宿西口駅）,・タクシー,,,,,,,,,,,,,,,,,,,,,,,,
新宿駅,中央総武線・千葉行き（１３番線）出口に近い・乗り換えに便利な乗車位置案,乗車（停車）位置案内,【南口】【東南口】,・トイレ,・みどりの窓口（南口）,・小田急線,・京王新線,・都営新宿線（新宿駅）,・都営大江戸線（新宿駅）,,,,,,,,,,,,,,,,,,,,,,,,
新宿駅,中央総武線・千葉行き（１３番線）出口に近い・乗り換えに便利な乗車位置案,乗車（停車）位置案内,【甲州街道改札】【新南改札】【ミライナタワー改札】,・JR East Travel Service Center,・びゅうプラザ（新南改札）,・東京観光情報センター,・京王新線,・都営新宿線（新宿駅）,・都営大江戸線（新宿駅）,・副都心線（新宿三丁目駅）,,,,,,,,,,,,,,,,,,,,,,,
新宿駅,中央総武線・千葉行き（１３番線）出口に近い・乗り換えに便利な乗車位置案,乗り換え案内,【東口】,・トイレ,・みどりの窓口（B１F）,・びゅうプラザ（１F）,・西武新宿線,・丸の内線（新宿駅）,・はとバス,・タクシー,,,,,,,,,,,,,,,,,,,,,,,
新宿駅,中央総武線・千葉行き（１３番線）出口に近い・乗り換えに便利な乗車位置案,乗り換え案内,【西口】,・トイレ,・みどりの窓口（１F・B１F）,・小田急線,・京王線・京王新線,・丸の内線（新宿駅）,・都営大江戸線（新宿西口駅）,・タクシー,,,,,,,,,,,,,,,,,,,,,,,
新宿駅,中央総武線・千葉行き（１３番線）出口に近い・乗り換えに便利な乗車位置案,乗り換え案内,【中央東口】,・トイレ,・西武新宿線,・丸の内線（新宿駅）,・はとバス,・タクシー,,,,,,,,,,,,,,,,,,,,,,,,,
新宿駅,中央総武線・千葉行き（１３番線）出口に近い・乗り換えに便利な乗車位置案,乗り換え案内,【中央西口】,・トイレ,・小田急線,・京王線・京王新線,・丸の内線（新宿駅）,・都営大江戸線（新宿西口駅）,・タクシー,,,,,,,,,,,,,,,,,,,,,,,,
新宿駅,中央総武線・千葉行き（１３番線）出口に近い・乗り換えに便利な乗車位置案,乗り換え案内,【南口】【東南口】,・トイレ,・みどりの窓口（南口）,・小田急線,・京王新線,・都営新宿線（新宿駅）,・都営大江戸線（新宿駅）,,,,,,,,,,,,,,,,,,,,,,,,
新宿駅,中央総武線・千葉行き（１３番線）出口に近い・乗り換えに便利な乗車位置案,乗り換え案内,【甲州街道改札】【新南改札】【ミライナタワー改札】,・JR East Travel Service Center,・びゅうプラザ（新南改札）,・東京観光情報センター,・京王新線,・都営新宿線（新宿駅）,・都営大江戸線（新宿駅）,・副都心線（新宿三丁目駅）,,,,,,,,,,,,,,,,,,,,,,,
新宿駅,中央総武線・千葉行き（１３番線）出口に近い・乗り換えに便利な乗車位置案,改札・出口案内,【東口】,・トイレ,・みどりの窓口（B１F）,・びゅうプラザ（１F）,・西武新宿線,・丸の内線（新宿駅）,・はとバス,・タクシー,,,,,,,,,,,,,,,,,,,,,,,
新宿駅,中央総武線・千葉行き（１３番線）出口に近い・乗り換えに便利な乗車位置案,改札・出口案内,【西口】,・トイレ,・みどりの窓口（１F・B１F）,・小田急線,・京王線・京王新線,・丸の内線（新宿駅）,・都営大江戸線（新宿西口駅）,・タクシー,,,,,,,,,,,,,,,,,,,,,,,
新宿駅,中央総武線・千葉行き（１３番線）出口に近い・乗り換えに便利な乗車位置案,改札・出口案内,【中央東口】,・トイレ,・西武新宿線,・丸の内線（新宿駅）,・はとバス,・タクシー,,,,,,,,,,,,,,,,,,,,,,,,,
新宿駅,中央総武線・千葉行き（１３番線）出口に近い・乗り換えに便利な乗車位置案,改札・出口案内,【中央西口】,・トイレ,・小田急線,・京王線・京王新線,・丸の内線（新宿駅）,・都営大江戸線（新宿西口駅）,・タクシー,,,,,,,,,,,,,,,,,,,,,,,,
新宿駅,中央総武線・千葉行き（１３番線）出口に近い・乗り換えに便利な乗車位置案,改札・出口案内,【南口】【東南口】,・トイレ,・みどりの窓口（南口）,・小田急線,・京王新線,・都営新宿線（新宿駅）,・都営大江戸線（新宿駅）,,,,,,,,,,,,,,,,,,,,,,,,
新宿駅,中央総武線・千葉行き（１３番線）出口に近い・乗り換えに便利な乗車位置案,改札・出口案内,【甲州街道改札】【新南改札】【ミライナタワー改札】,・JR East Travel Service Center,・びゅうプラザ（新南改札）,・東京観光情報センター,・京王新線,・都営新宿線（新宿駅）,・都営大江戸線（新宿駅）,・副都心線（新宿三丁目駅）,,,,,,,,,,,,,,,,,,,,,,,
新宿駅,中央総武線・千葉行き（１３番線）出口に近い・乗り換えに便利な乗車位置案,JR東日本公式サイト：新宿駅,-,www.jreast.co.jp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新宿駅,中央総武線・三鷹行き（１６番線）出口に近い・乗り換えに便利な乗車位置案,乗車（停車）位置案内,【東口】,・トイレ,・みどりの窓口（B１F）,・びゅうプラザ（１F）,・西武新宿線,・丸の内線（新宿駅）,・はとバス,・タクシー,,,,,,,,,,,,,,,,,,,,,,,
新宿駅,中央総武線・三鷹行き（１６番線）出口に近い・乗り換えに便利な乗車位置案,乗車（停車）位置案内,【西口】,・トイレ,・みどりの窓口（１F・B１F）,・小田急線,・京王線・京王新線,・丸の内線（新宿駅）,・都営大江戸線（新宿西口駅）,・タクシー,,,,,,,,,,,,,,,,,,,,,,,
新宿駅,中央総武線・三鷹行き（１６番線）出口に近い・乗り換えに便利な乗車位置案,乗車（停車）位置案内,【中央東口】,・トイレ,・西武新宿線,・丸の内線（新宿駅）,・はとバス,・タクシー,,,,,,,,,,,,,,,,,,,,,,,,,
新宿駅,中央総武線・三鷹行き（１６番線）出口に近い・乗り換えに便利な乗車位置案,乗車（停車）位置案内,【中央西口】,・トイレ,・小田急線,・京王線・京王新線,・丸の内線（新宿駅）,・都営大江戸線（新宿西口駅）,・タクシー,,,,,,,,,,,,,,,,,,,,,,,,
新宿駅,中央総武線・三鷹行き（１６番線）出口に近い・乗り換えに便利な乗車位置案,乗車（停車）位置案内,【南口】【東南口】,・トイレ,・みどりの窓口（南口）,・小田急線,・京王新線,・都営新宿線（新宿駅）,・都営大江戸線（新宿駅）,,,,,,,,,,,,,,,,,,,,,,,,
新宿駅,中央総武線・三鷹行き（１６番線）出口に近い・乗り換えに便利な乗車位置案,乗車（停車）位置案内,【甲州街道改札】【新南改札】【ミライナタワー改札】,・JR East Travel Service Center,・びゅうプラザ（新南改札）,・東京観光情報センター,・京王新線,・都営新宿線（新宿駅）,・都営大江戸線（新宿駅）,・副都心線（新宿三丁目駅）,,,,,,,,,,,,,,,,,,,,,,,
新宿駅,中央総武線・三鷹行き（１６番線）出口に近い・乗り換えに便利な乗車位置案,乗り換え案内,【東口】,・トイレ,・みどりの窓口（B１F）,・びゅうプラザ（１F）,・西武新宿線,・丸の内線（新宿駅）,・はとバス,・タクシー,,,,,,,,,,,,,,,,,,,,,,,
新宿駅,中央総武線・三鷹行き（１６番線）出口に近い・乗り換えに便利な乗車位置案,乗り換え案内,【西口】,・トイレ,・みどりの窓口（１F・B１F）,・小田急線,・京王線・京王新線,・丸の内線（新宿駅）,・都営大江戸線（新宿西口駅）,・タクシー,,,,,,,,,,,,,,,,,,,,,,,
新宿駅,中央総武線・三鷹行き（１６番線）出口に近い・乗り換えに便利な乗車位置案,乗り換え案内,【中央東口】,・トイレ,・西武新宿線,・丸の内線（新宿駅）,・はとバス,・タクシー,,,,,,,,,,,,,,,,,,,,,,,,,
新宿駅,中央総武線・三鷹行き（１６番線）出口に近い・乗り換えに便利な乗車位置案,乗り換え案内,【中央西口】,・トイレ,・小田急線,・京王線・京王新線,・丸の内線（新宿駅）,・都営大江戸線（新宿西口駅）,・タクシー,,,,,,,,,,,,,,,,,,,,,,,,
新宿駅,中央総武線・三鷹行き（１６番線）出口に近い・乗り換えに便利な乗車位置案,乗り換え案内,【南口】【東南口】,・トイレ,・みどりの窓口（南口）,・小田急線,・京王新線,・都営新宿線（新宿駅）,・都営大江戸線（新宿駅）,,,,,,,,,,,,,,,,,,,,,,,,
新宿駅,中央総武線・三鷹行き（１６番線）出口に近い・乗り換えに便利な乗車位置案,乗り換え案内,【甲州街道改札】【新南改札】【ミライナタワー改札】,・JR East Travel Service Center,・びゅうプラザ（新南改札）,・東京観光情報センター,・京王新線,・都営新宿線（新宿駅）,・都営大江戸線（新宿駅）,・副都心線（新宿三丁目駅）,,,,,,,,,,,,,,,,,,,,,,,
新宿駅,中央総武線・三鷹行き（１６番線）出口に近い・乗り換えに便利な乗車位置案,改札・出口案内,【東口】,・トイレ,・みどりの窓口（B１F）,・びゅうプラザ（１F）,・西武新宿線,・丸の内線（新宿駅）,・はとバス,・タクシー,,,,,,,,,,,,,,,,,,,,,,,
新宿駅,中央総武線・三鷹行き（１６番線）出口に近い・乗り換えに便利な乗車位置案,改札・出口案内,【西口】,・トイレ,・みどりの窓口（１F・B１F）,・小田急線,・京王線・京王新線,・丸の内線（新宿駅）,・都営大江戸線（新宿西口駅）,・タクシー,,,,,,,,,,,,,,,,,,,,,,,
新宿駅,中央総武線・三鷹行き（１６番線）出口に近い・乗り換えに便利な乗車位置案,改札・出口案内,【中央東口】,・トイレ,・西武新宿線,・丸の内線（新宿駅）,・はとバス,・タクシー,,,,,,,,,,,,,,,,,,,,,,,,,
新宿駅,中央総武線・三鷹行き（１６番線）出口に近い・乗り換えに便利な乗車位置案,改札・出口案内,【中央西口】,・トイレ,・小田急線,・京王線・京王新線,・丸の内線（新宿駅）,・都営大江戸線（新宿西口駅）,・タクシー,,,,,,,,,,,,,,,,,,,,,,,,
新宿駅,中央総武線・三鷹行き（１６番線）出口に近い・乗り換えに便利な乗車位置案,改札・出口案内,【南口】【東南口】,・トイレ,・みどりの窓口（南口）,・小田急線,・京王新線,・都営新宿線（新宿駅）,・都営大江戸線（新宿駅）,,,,,,,,,,,,,,,,,,,,,,,,
新宿駅,中央総武線・三鷹行き（１６番線）出口に近い・乗り換えに便利な乗車位置案,改札・出口案内,【甲州街道改札】【新南改札】【ミライナタワー改札】,・JR East Travel Service Center,・びゅうプラザ（新南改札）,・東京観光情報センター,・京王新線,・都営新宿線（新宿駅）,・都営大江戸線（新宿駅）,・副都心線（新宿三丁目駅）,,,,,,,,,,,,,,,,,,,,,,,
新宿駅,中央総武線・三鷹行き（１６番線）出口に近い・乗り換えに便利な乗車位置案,JR東日本公式サイト：新宿駅,-,www.jreast.co.jp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新宿駅,湘南新宿ライン・南行き（１・２番線）出口に近い・乗り換えに便利な乗車位置案,乗車（停車）位置案内,１５両編成【１番線】,４号車,（甲州街道改札・新南改札・ミライナタワー改札）,階段,６号車,（甲州街道改札・新南改札・ミライナタワー改札）,階段,６・７号車間,（甲州街道改札・新南改札・ミライナタワー改札）,エレベーター,８号車,（甲州街道改札・新南改札・ミライナタワー改札）,エスカレーター,１０号車,（南口・東南口）,階段,１１号車,（南口・東南口）,エレベーター,１３号車,（南口・東南口）,階段・エスカレーター,１５号車後方,（東口・西口・中央東口・中央西口）,階段,,,,,,
新宿駅,湘南新宿ライン・南行き（１・２番線）出口に近い・乗り換えに便利な乗車位置案,乗車（停車）位置案内,１５両編成【２番線】,５号車,（甲州街道改札・新南改札・ミライナタワー改札）,階段,７号車,（甲州街道改札・新南改札・ミライナタワー改札）,階段,７・８号車間,（甲州街道改札・新南改札・ミライナタワー改札）,エレベーター,９号車後方,（甲州街道改札・新南改札・ミライナタワー改札）,階段・エスカレーター,１１号車,（南口・東南口）,階段,１２号車,（南口・東南口）,エレベーター,１４号車,（南口・東南口）,階段・エスカレーター,１５号車後方,（東口・西口・中央東口・中央西口）,階段,,,,,,
新宿駅,湘南新宿ライン・南行き（１・２番線）出口に近い・乗り換えに便利な乗車位置案,乗車（停車）位置案内,１０両編成【１番線】,１号車,（甲州街道改札・新南改札・ミライナタワー改札）,階段,１・２号車間,（甲州街道改札・新南改札・ミライナタワー改札）,エレベーター,３号車,（甲州街道改札・新南改札・ミライナタワー改札）,エスカレーター,５号車,（南口・東南口）,階段,６号車,（南口・東南口）,エレベーター,８号車,（南口・東南口）,階段・エスカレーター,１０号車後方,（東口・西口・中央東口・中央西口）,階段,,,,,,,,,
新宿駅,湘南新宿ライン・南行き（１・２番線）出口に近い・乗り換えに便利な乗車位置案,乗車（停車）位置案内,１０両編成【２番線】,２号車,（甲州街道改札・新南改札・ミライナタワー改札）,階段,２・３号車間,（甲州街道改札・新南改札・ミライナタワー改札）,エレベーター,４号車,（甲州街道改札・新南改札・ミライナタワー改札）,エスカレーター,６号車,（南口・東南口）,階段,７号車,（南口・東南口）,エレベーター,９号車,（南口・東南口）,階段・エスカレーター,１０号車後方,（東口・西口・中央東口・中央西口）,階段,,,,,,,,,
新宿駅,湘南新宿ライン・南行き（１・２番線）出口に近い・乗り換えに便利な乗車位置案,乗車（停車）位置案内,【東口】,・トイレ,・みどりの窓口（B１F）,・びゅうプラザ（１F）,・西武新宿線,・丸の内線（新宿駅）,・はとバス,・タクシー,,,,,,,,,,,,,,,,,,,,,,,
新宿駅,湘南新宿ライン・南行き（１・２番線）出口に近い・乗り換えに便利な乗車位置案,乗車（停車）位置案内,【西口】,・トイレ,・みどりの窓口（１F・B１F）,・小田急線,・京王線・京王新線,・丸の内線（新宿駅）,・都営大江戸線（新宿西口駅）,・タクシー,,,,,,,,,,,,,,,,,,,,,,,
新宿駅,湘南新宿ライン・南行き（１・２番線）出口に近い・乗り換えに便利な乗車位置案,乗車（停車）位置案内,【中央東口】,・トイレ,・西武新宿線,・丸の内線（新宿駅）,・はとバス,・タクシー,,,,,,,,,,,,,,,,,,,,,,,,,
新宿駅,湘南新宿ライン・南行き（１・２番線）出口に近い・乗り換えに便利な乗車位置案,乗車（停車）位置案内,【中央西口】,・トイレ,・小田急線,・京王線・京王新線,・丸の内線（新宿駅）,・都営大江戸線（新宿西口駅）,・タクシー,,,,,,,,,,,,,,,,,,,,,,,,
新宿駅,湘南新宿ライン・南行き（１・２番線）出口に近い・乗り換えに便利な乗車位置案,乗車（停車）位置案内,【南口】【東南口】,・トイレ,・みどりの窓口（南口）,・小田急線,・京王新線,・都営新宿線（新宿駅）,・都営大江戸線（新宿駅）,,,,,,,,,,,,,,,,,,,,,,,,
新宿駅,湘南新宿ライン・南行き（１・２番線）出口に近い・乗り換えに便利な乗車位置案,乗車（停車）位置案内,【甲州街道改札】【新南改札】【ミライナタワー改札】,・JR East Travel Service Center,・びゅうプラザ（新南改札）,・東京観光情報センター,・京王新線,・都営新宿線（新宿駅）,・都営大江戸線（新宿駅）,・副都心線（新宿三丁目駅）,,,,,,,,,,,,,,,,,,,,,,,
新宿駅,湘南新宿ライン・南行き（１・２番線）出口に近い・乗り換えに便利な乗車位置案,乗り換え案内,【東口】,・トイレ,・みどりの窓口（B１F）,・びゅうプラザ（１F）,・西武新宿線,・丸の内線（新宿駅）,・はとバス,・タクシー,,,,,,,,,,,,,,,,,,,,,,,
新宿駅,湘南新宿ライン・南行き（１・２番線）出口に近い・乗り換えに便利な乗車位置案,乗り換え案内,【西口】,・トイレ,・みどりの窓口（１F・B１F）,・小田急線,・京王線・京王新線,・丸の内線（新宿駅）,・都営大江戸線（新宿西口駅）,・タクシー,,,,,,,,,,,,,,,,,,,,,,,
新宿駅,湘南新宿ライン・南行き（１・２番線）出口に近い・乗り換えに便利な乗車位置案,乗り換え案内,【中央東口】,・トイレ,・西武新宿線,・丸の内線（新宿駅）,・はとバス,・タクシー,,,,,,,,,,,,,,,,,,,,,,,,,
新宿駅,湘南新宿ライン・南行き（１・２番線）出口に近い・乗り換えに便利な乗車位置案,乗り換え案内,【中央西口】,・トイレ,・小田急線,・京王線・京王新線,・丸の内線（新宿駅）,・都営大江戸線（新宿西口駅）,・タクシー,,,,,,,,,,,,,,,,,,,,,,,,
新宿駅,湘南新宿ライン・南行き（１・２番線）出口に近い・乗り換えに便利な乗車位置案,乗り換え案内,【南口】【東南口】,・トイレ,・みどりの窓口（南口）,・小田急線,・京王新線,・都営新宿線（新宿駅）,・都営大江戸線（新宿駅）,,,,,,,,,,,,,,,,,,,,,,,,
新宿駅,湘南新宿ライン・南行き（１・２番線）出口に近い・乗り換えに便利な乗車位置案,乗り換え案内,【甲州街道改札】【新南改札】【ミライナタワー改札】,・JR East Travel Service Center,・びゅうプラザ（新南改札）,・東京観光情報センター,・京王新線,・都営新宿線（新宿駅）,・都営大江戸線（新宿駅）,・副都心線（新宿三丁目駅）,,,,,,,,,,,,,,,,,,,,,,,
新宿駅,湘南新宿ライン・南行き（１・２番線）出口に近い・乗り換えに便利な乗車位置案,改札・出口案内,【東口】,・トイレ,・みどりの窓口（B１F）,・びゅうプラザ（１F）,・西武新宿線,・丸の内線（新宿駅）,・はとバス,・タクシー,,,,,,,,,,,,,,,,,,,,,,,
新宿駅,湘南新宿ライン・南行き（１・２番線）出口に近い・乗り換えに便利な乗車位置案,改札・出口案内,【西口】,・トイレ,・みどりの窓口（１F・B１F）,・小田急線,・京王線・京王新線,・丸の内線（新宿駅）,・都営大江戸線（新宿西口駅）,・タクシー,,,,,,,,,,,,,,,,,,,,,,,
新宿駅,湘南新宿ライン・南行き（１・２番線）出口に近い・乗り換えに便利な乗車位置案,改札・出口案内,【中央東口】,・トイレ,・西武新宿線,・丸の内線（新宿駅）,・はとバス,・タクシー,,,,,,,,,,,,,,,,,,,,,,,,,
新宿駅,湘南新宿ライン・南行き（１・２番線）出口に近い・乗り換えに便利な乗車位置案,改札・出口案内,【中央西口】,・トイレ,・小田急線,・京王線・京王新線,・丸の内線（新宿駅）,・都営大江戸線（新宿西口駅）,・タクシー,,,,,,,,,,,,,,,,,,,,,,,,
新宿駅,湘南新宿ライン・南行き（１・２番線）出口に近い・乗り換えに便利な乗車位置案,改札・出口案内,【南口】【東南口】,・トイレ,・みどりの窓口（南口）,・小田急線,・京王新線,・都営新宿線（新宿駅）,・都営大江戸線（新宿駅）,,,,,,,,,,,,,,,,,,,,,,,,
新宿駅,湘南新宿ライン・南行き（１・２番線）出口に近い・乗り換えに便利な乗車位置案,改札・出口案内,【甲州街道改札】【新南改札】【ミライナタワー改札】,・JR East Travel Service Center,・びゅうプラザ（新南改札）,・東京観光情報センター,・京王新線,・都営新宿線（新宿駅）,・都営大江戸線（新宿駅）,・副都心線（新宿三丁目駅）,,,,,,,,,,,,,,,,,,,,,,,
新宿駅,湘南新宿ライン・南行き（１・２番線）出口に近い・乗り換えに便利な乗車位置案,JR東日本公式サイト：新宿駅,-,www.jreast.co.jp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新宿駅,湘南新宿ライン・北行き（３・４番線）出口に近い・乗り換えに便利な乗車位置案,乗車（停車）位置案内,【１５両編成】,７号車,（甲州街道改札・新南改札・ミライナタワー改札）,階段,８号車,（甲州街道改札・新南改札・ミライナタワー改札）,エレベーター,１０号車後方,（甲州街道改札・新南改札・ミライナタワー改札）,エスカレーター,１２号車,（南口・東南口）,階段,１３号車前方,（南口・東南口）,エレベーター,１４号車前方,（南口・東南口）,階段・エスカレーター,１５号車前方,（東口・西口・中央東口・中央西口）,階段,,,,,,,,,
新宿駅,湘南新宿ライン・北行き（３・４番線）出口に近い・乗り換えに便利な乗車位置案,乗車（停車）位置案内,【１０両編成】,４号車,（甲州街道改札・新南改札・ミライナタワー改札）,階段,５号車,（甲州街道改札・新南改札・ミライナタワー改札）,エレベーター,７号車後方,（甲州街道改札・新南改札・ミライナタワー改札）,エスカレーター,９号車,（南口・東南口）,階段,１０号車前方,（南口・東南口）,エレベーター,,,,,,,,,,,,,,,
新宿駅,湘南新宿ライン・北行き（３・４番線）出口に近い・乗り換えに便利な乗車位置案,乗車（停車）位置案内,【東口】,・トイレ,・みどりの窓口（B１F）,・びゅうプラザ（１F）,・西武新宿線,・丸の内線（新宿駅）,・はとバス,・タクシー,,,,,,,,,,,,,,,,,,,,,,,
新宿駅,湘南新宿ライン・北行き（３・４番線）出口に近い・乗り換えに便利な乗車位置案,乗車（停車）位置案内,【西口】,・トイレ,・みどりの窓口（１F・B１F）,・小田急線,・京王線・京王新線,・丸の内線（新宿駅）,・都営大江戸線（新宿西口駅）,・タクシー,,,,,,,,,,,,,,,,,,,,,,,
新宿駅,湘南新宿ライン・北行き（３・４番線）出口に近い・乗り換えに便利な乗車位置案,乗車（停車）位置案内,【中央東口】,・トイレ,・西武新宿線,・丸の内線（新宿駅）,・はとバス,・タクシー,,,,,,,,,,,,,,,,,,,,,,,,,
新宿駅,湘南新宿ライン・北行き（３・４番線）出口に近い・乗り換えに便利な乗車位置案,乗車（停車）位置案内,【中央西口】,・トイレ,・小田急線,・京王線・京王新線,・丸の内線（新宿駅）,・都営大江戸線（新宿西口駅）,・タクシー,,,,,,,,,,,,,,,,,,,,,,,,
新宿駅,湘南新宿ライン・北行き（３・４番線）出口に近い・乗り換えに便利な乗車位置案,乗車（停車）位置案内,【南口】【東南口】,・トイレ,・みどりの窓口（南口）,・小田急線,・京王新線,・都営新宿線（新宿駅）,・都営大江戸線（新宿駅）,,,,,,,,,,,,,,,,,,,,,,,,
新宿駅,湘南新宿ライン・北行き（３・４番線）出口に近い・乗り換えに便利な乗車位置案,乗車（停車）位置案内,【甲州街道改札】【新南改札】【ミライナタワー改札】,・JR East Travel Service Center,・びゅうプラザ（新南改札）,・東京観光情報センター,・京王新線,・都営新宿線（新宿駅）,・都営大江戸線（新宿駅）,・副都心線（新宿三丁目駅）,,,,,,,,,,,,,,,,,,,,,,,
新宿駅,湘南新宿ライン・北行き（３・４番線）出口に近い・乗り換えに便利な乗車位置案,乗り換え案内,【東口】,・トイレ,・みどりの窓口（B１F）,・びゅうプラザ（１F）,・西武新宿線,・丸の内線（新宿駅）,・はとバス,・タクシー,,,,,,,,,,,,,,,,,,,,,,,
新宿駅,湘南新宿ライン・北行き（３・４番線）出口に近い・乗り換えに便利な乗車位置案,乗り換え案内,【西口】,・トイレ,・みどりの窓口（１F・B１F）,・小田急線,・京王線・京王新線,・丸の内線（新宿駅）,・都営大江戸線（新宿西口駅）,・タクシー,,,,,,,,,,,,,,,,,,,,,,,
新宿駅,湘南新宿ライン・北行き（３・４番線）出口に近い・乗り換えに便利な乗車位置案,乗り換え案内,【中央東口】,・トイレ,・西武新宿線,・丸の内線（新宿駅）,・はとバス,・タクシー,,,,,,,,,,,,,,,,,,,,,,,,,
新宿駅,湘南新宿ライン・北行き（３・４番線）出口に近い・乗り換えに便利な乗車位置案,乗り換え案内,【中央西口】,・トイレ,・小田急線,・京王線・京王新線,・丸の内線（新宿駅）,・都営大江戸線（新宿西口駅）,・タクシー,,,,,,,,,,,,,,,,,,,,,,,,
新宿駅,湘南新宿ライン・北行き（３・４番線）出口に近い・乗り換えに便利な乗車位置案,乗り換え案内,【南口】【東南口】,・トイレ,・みどりの窓口（南口）,・小田急線,・京王新線,・都営新宿線（新宿駅）,・都営大江戸線（新宿駅）,,,,,,,,,,,,,,,,,,,,,,,,
新宿駅,湘南新宿ライン・北行き（３・４番線）出口に近い・乗り換えに便利な乗車位置案,乗り換え案内,【甲州街道改札】【新南改札】【ミライナタワー改札】,・JR East Travel Service Center,・びゅうプラザ（新南改札）,・東京観光情報センター,・京王新線,・都営新宿線（新宿駅）,・都営大江戸線（新宿駅）,・副都心線（新宿三丁目駅）,,,,,,,,,,,,,,,,,,,,,,,
新宿駅,湘南新宿ライン・北行き（３・４番線）出口に近い・乗り換えに便利な乗車位置案,改札・出口案内,【東口】,・トイレ,・みどりの窓口（B１F）,・びゅうプラザ（１F）,・西武新宿線,・丸の内線（新宿駅）,・はとバス,・タクシー,,,,,,,,,,,,,,,,,,,,,,,
新宿駅,湘南新宿ライン・北行き（３・４番線）出口に近い・乗り換えに便利な乗車位置案,改札・出口案内,【西口】,・トイレ,・みどりの窓口（１F・B１F）,・小田急線,・京王線・京王新線,・丸の内線（新宿駅）,・都営大江戸線（新宿西口駅）,・タクシー,,,,,,,,,,,,,,,,,,,,,,,
